jid,lid
24231,343
35370,404
7608,83
29275,243
32007,13
25684,25
4875,88
945,404
19219,331
7367,371
13391,322
30168,268
8666,367
7950,197
10778,429
23784,4
10528,254
14265,297
34339,14
21512,404
35175,286
7217,53
10183,219
21322,280
310,14
8529,254
370,65
5039,88
27733,88
34832,297
16310,268
713,404
33137,331
8434,367
14518,369
29146,371
7652,331
29966,110
11752,234
20059,321
24080,123
10871,219
27541,268
24291,343
19869,197
33812,96
14271,88
34684,25
16948,151
25126,390
18503,110
34160,25
33568,113
22102,219
20174,429
527,25
32161,25
14038,267
14475,268
21968,404
29734,110
26236,83
28569,336
32999,343
8498,136
22006,107
11758,25
242,14
14039,88
5099,88
34605,267
770,133
18226,367
423,25
21682,168
29552,254
17048,331
5193,100
22593,25
20556,322
16134,176
26004,83
6367,367
17977,13
14727,88
11807,267
33400,286
11526,25
2384,268
32964,133
142,133
19547,280
32221,25
29848,373
16816,331
14011,268
15995,367
4231,254
19102,14
9826,65
29621,367
23435,88
11971,267
12012,268
8762,343
19505,404
24990,47
17364,321
27622,367
30333,14
30434,66
32385,25
35062,88
23639,268
6526,373
7646,404
19597,343
16159,367
6823,367
1413,309
18474,14
29133,404
18052,321
1371,83
7407,14
7011,14
22376,309
1237,268
30497,14
32871,268
26548,280
23535,268
25832,110
35354,88
35548,331
15527,248
29780,373
19761,343
23149,232
14893,110
27537,13
21214,25
405,88
21367,267
27385,373
5809,331
33565,83
743,83
19616,369
17035,14
16699,65
21496,88
7363,65
18691,25
33283,370
14076,238
17042,404
26376,331
26660,90
2069,367
12766,83
29139,168
12086,324
9161,159
7752,25
30842,25
28266,14
33519,88
16354,3
30203,267
5579,404
10371,83
9847,83
19384,369
16803,14
16407,14
21660,88
27923,25
35752,110
12914,331
2802,110
3974,331
28761,343
13971,13
29592,271
5528,65
7277,267
27841,373
13066,321
23324,367
21370,110
24689,202
16571,14
18751,25
26834,404
12682,331
24693,321
17148,25
17101,179
5632,14
3056,3
13739,13
10683,331
24346,213
8348,5
16228,25
10741,309
23220,367
18821,390
21042,402
26331,133
12594,110
36066,404
35288,110
10169,268
24589,321
26602,404
11757,367
23333,429
21192,346
25856,25
22843,13
16520,25
34221,90
24601,331
27090,343
30863,43
14521,25
35827,14
11620,254
8258,88
11224,254
17198,88
35491,65
7734,88
36230,404
33969,219
31847,186
21979,325
29601,309
7938,268
29559,83
26647,123
17707,123
19699,83
20167,151
35783,65
14685,25
2773,14
13036,404
31310,331
32763,13
33260,65
209,13
35252,25
25916,25
6675,309
14796,14
849,373
8230,268
19847,331
13524,343
24267,404
21925,65
23441,96
24318,369
23917,25
35887,14
12461,65
5513,25
34774,373
35646,302
33552,65
12454,25
3514,25
10714,286
602,65
21848,3
24028,14
26361,267
20535,331
34291,404
36778,343
27103,123
14995,200
32548,367
24482,369
26758,88
8676,331
30456,176
3282,25
17230,268
19527,110
8828,321
18102,197
15237,83
32066,219
3960,88
6926,254
9622,367
27302,309
8780,280
12861,133
8840,331
21080,373
26864,83
17924,83
9178,326
18837,13
10334,14
1394,14
15191,88
22686,297
1495,66
27254,268
6445,331
23806,328
35476,25
27730,197
2458,113
33428,133
31089,65
18458,367
1447,25
9132,331
16267,197
3980,309
27466,309
34104,123
12584,390
12188,390
20022,65
21618,25
10498,14
12678,25
24295,88
14959,88
26626,268
8452,168
20455,297
9426,404
26528,110
17588,110
15559,268
8506,404
13014,324
16623,367
7683,367
7287,367
14777,232
20314,65
19009,254
21782,25
27852,321
1835,83
29803,280
577,118
9140,168
17014,373
19538,194
25536,422
33409,25
6805,219
16915,367
31543,369
16787,367
20082,65
32819,159
31014,25
11377,309
28113,254
24751,88
27717,254
13328,268
28641,373
36418,268
9682,343
9286,343
36022,268
8372,188
7692,429
19679,25
25718,254
34023,268
10611,25
10215,25
23004,309
29377,414
6969,219
34517,22
28259,429
10893,88
34379,88
28790,65
22560,268
25237,331
12700,268
36186,268
27187,65
26791,65
5616,367
17851,65
29179,25
26166,13
29619,297
2446,371
14454,90
2157,268
4058,110
17327,65
7055,343
27437,213
4250,280
29145,414
16550,373
3221,367
29621,343
1663,110
25149,110
29519,66
34147,88
34923,309
22724,268
22328,268
18343,123
16065,331
20288,267
28947,25
32400,309
16159,343
4602,331
27298,404
2989,367
35415,367
23651,254
21065,309
31956,268
8148,25
21023,83
30310,164
14616,367
26851,65
31479,87
14230,331
25946,373
4934,107
22547,325
20453,88
16036,286
32409,371
6788,133
24630,403
20791,83
1154,367
33184,367
5917,25
23066,331
29007,25
11987,321
11321,268
36694,404
36353,111
1926,65
5622,107
3918,25
22839,325
6595,88
35475,367
2665,404
8926,268
11223,110
16020,133
16952,113
5152,343
33476,367
32760,197
1318,367
23616,367
15545,25
35192,429
36059,14
29889,268
20553,268
18560,83
9620,83
1694,65
24724,14
25180,65
4082,25
35639,367
27172,25
389,254
36552,297
25124,133
9090,268
8694,268
25523,404
688,321
23382,321
10550,367
22160,13
11081,3
25613,297
27454,88
33775,3
32462,331
21779,321
18766,309
36223,14
30053,268
22177,367
24021,429
246,326
4374,25
7051,88
19007,371
27617,267
18718,268
7303,309
26348,113
30236,325
9932,331
21547,321
34243,414
19016,83
31409,367
30297,197
19929,13
21549,367
4142,25
36568,25
6819,88
6423,88
19171,371
20291,402
690,343
18090,268
21163,331
33799,373
18962,197
16097,83
11639,280
32926,219
8466,13
15675,390
18446,88
7023,268
22710,25
11254,65
34284,14
31075,90
13246,25
4063,267
3318,113
18254,268
31814,429
14608,343
33069,96
2307,25
4984,88
4588,88
22881,65
16651,268
27678,88
33084,404
14262,83
28169,325
11358,14
10962,14
13538,25
25155,88
4792,268
4396,268
21225,404
10769,373
25931,309
27486,268
27882,268
3086,113
8531,357
14216,88
18789,403
23214,66
2075,25
28164,331
27842,88
24573,113
16023,268
14177,133
12377,343
31107,321
17483,367
8543,367
16701,331
14855,196
30457,404
4560,268
13154,385
29634,367
25261,83
8919,65
28365,213
28714,367
9127,14
14380,88
36678,88
31054,286
31874,25
22934,25
13792,268
7133,331
35285,83
2616,325
5530,331
11471,25
27904,161
87,133
8077,321
17939,367
9076,25
28434,326
32171,369
32562,25
18074,3
28869,254
13308,47
31642,25
2289,88
16633,331
19250,343
26053,32
2627,83
32964,190
14440,88
10023,286
16721,151
5694,331
7915,343
25583,268
26111,387
6852,65
8844,25
11917,88
31934,25
14537,371
23188,268
23584,268
29165,373
16529,331
31154,62
1075,21
12255,83
15312,367
7929,399
29935,25
5501,286
18815,14
26638,254
34563,47
14926,331
5746,90
34039,47
35211,268
17473,321
3849,367
27335,367
21149,88
786,268
26157,331
23352,268
15872,367
19111,133
4978,110
28450,404
998,309
18202,322
7847,343
15428,326
12511,22
15193,429
2583,110
7120,14
32980,268
158,268
8143,112
36863,136
4684,13
22330,371
7173,25
24322,331
23926,331
9454,88
10230,309
30263,25
9792,83
20735,232
13245,367
36731,367
7455,88
17097,168
24855,13
21605,88
30545,88
12859,331
2747,110
2351,110
26219,404
3335,280
32748,268
32352,268
2306,367
28706,343
32875,43
5514,66
7069,25
4493,14
5725,286
21809,268
28507,133
29916,267
7368,92
9998,309
7467,71
12821,197
11109,254
2169,254
9956,83
4942,25
4546,25
30709,88
13940,3
21373,88
25896,286
9950,268
25987,404
34941,110
8640,113
34104,367
22736,254
26817,107
10824,243
14957,286
16173,25
5053,14
9910,88
22262,371
1164,331
14920,404
21181,268
23858,331
16511,20
3880,322
5234,25
4838,25
7515,88
31001,88
35524,286
19182,268
30477,88
9718,268
16416,133
20549,176
28823,123
33732,387
11178,367
24189,286
22788,13
16465,25
8115,268
1062,404
10792,331
15308,112
31681,197
13071,321
13568,373
239,367
19876,83
32269,367
22217,197
36121,168
11950,65
25912,14
28092,25
34131,254
20755,402
12689,404
3749,404
15700,343
12499,280
20806,367
10350,336
427,14
23913,14
28374,88
24353,286
1354,404
25965,25
5932,309
29022,309
13464,373
33650,331
25907,20
8947,367
7,367
12450,14
11718,65
24841,225
28054,268
19114,268
30341,176
24408,343
2149,271
19986,197
34823,373
33494,168
8938,254
33929,96
3167,25
591,14
36606,159
14842,66
15269,133
9680,110
6182,83
28876,83
32725,367
25667,159
4004,118
14002,25
16679,88
5256,268
25005,225
17413,83
32442,429
9823,14
883,14
33658,168
2935,25
13026,123
23449,14
10226,404
19956,331
19560,331
18151,197
33316,404
3465,190
540,25
30636,43
5944,268
8905,90
7449,110
8621,331
28258,47
5816,268
3555,83
6818,243
27332,232
9154,13
35699,370
35014,267
20248,331
6156,309
655,133
15578,83
17047,268
30607,429
30211,429
32446,147
30641,13
18070,366
29961,254
21406,65
32734,25
23799,369
21218,14
21421,373
31085,404
8389,331
11006,343
4115,83
12282,133
20152,219
19407,65
28118,13
19178,13
18782,13
29738,367
12331,25
6398,192
35025,25
35421,25
3189,268
19581,403
25842,267
26279,268
26807,387
31430,65
31034,65
9936,25
7035,254
21510,14
35703,88
17241,110
11170,343
21568,369
24240,88
3877,268
10575,133
35907,268
2957,268
33141,133
7712,65
12777,88
24444,268
15980,197
30173,271
30522,425
17597,280
5484,13
5088,13
27498,254
29542,404
3645,268
5546,110
6322,331
18213,219
20114,61
1256,83
19332,25
8212,14
16035,254
12673,88
1250,268
17683,404
15938,321
32715,267
36411,309
23816,268
8219,404
13279,83
34946,243
16732,367
16336,367
32764,159
34032,88
24300,88
6179,403
29310,404
10884,83
35839,268
4873,367
27963,367
33192,47
16879,13
19100,25
7584,14
12441,88
33007,267
36121,331
8943,61
7143,271
15706,321
4429,326
5981,14
8161,25
5260,254
16500,367
4239,202
1374,88
33800,88
36131,268
2774,136
1712,83
8563,190
25715,13
16876,65
10646,268
17652,286
13323,331
17120,425
3697,3
14492,254
18969,107
16792,367
7929,25
10606,88
22273,268
27567,343
29466,112
21749,268
10944,83
28402,390
28892,25
9255,309
28496,25
10810,268
16104,343
17183,373
20680,175
1478,387
33904,387
14981,14
160,371
2410,367
5705,65
8093,25
11546,309
17473,297
24278,59
20572,83
15384,404
22437,268
24718,331
5076,271
25002,90
27877,168
36132,65
6099,369
31861,88
19230,390
25887,254
20042,268
27048,286
31465,88
28660,25
10974,268
10578,268
26287,373
35910,403
14708,13
14749,14
5809,14
31958,371
32065,268
1540,110
13931,321
20736,83
29299,133
35515,254
14802,25
5862,25
5466,25
28952,25
4518,286
20206,268
19810,268
22883,331
2905,322
12330,367
131,326
26953,25
11806,367
2517,213
12140,243
11548,331
8743,268
29968,83
5097,343
29684,324
34510,331
14183,168
33293,367
471,367
23957,367
31395,42
32897,367
15094,25
36064,65
22781,404
6026,25
29558,370
4377,404
25268,343
11947,198
618,13
13407,297
9324,371
17975,268
9035,268
1982,404
33585,367
3208,107
15258,25
20901,254
25034,297
6512,268
36168,14
30969,176
34357,65
21330,367
1743,14
10311,408
1803,65
6600,88
32221,326
24497,65
33052,254
20168,110
6852,309
34796,112
17743,268
8803,268
14097,343
25231,60
10263,367
9867,367
21154,326
32957,367
5156,118
12974,14
13502,133
9481,331
9085,331
2634,343
18041,83
13027,25
10126,254
33937,14
11287,286
11774,404
10029,321
16438,83
32824,373
29949,325
15224,390
32378,286
1960,25
29425,325
5413,309
13138,14
25094,297
27711,309
21885,373
7444,197
10517,260
8032,367
27273,83
10272,429
30726,367
1863,65
30624,90
12795,25
15868,88
30340,331
18199,268
20876,331
23493,343
30535,18
15810,83
34282,25
31370,65
35066,107
27099,88
9697,90
13527,324
9413,331
27718,325
28590,254
6766,110
7698,90
10089,321
25438,83
567,343
27303,268
4340,43
13289,159
19427,367
27333,110
1624,25
33654,25
34886,297
8191,373
32002,133
15572,268
21658,343
27585,331
13975,83
2302,88
8623,3
22191,25
13251,25
23027,297
13008,267
36535,268
34689,133
25602,83
5179,212
27935,336
32699,219
2358,370
13929,88
31766,14
13593,139
32162,14
32511,168
12275,123
14267,83
21030,343
25259,94
23762,113
32215,25
19147,326
2466,88
9169,297
11805,359
34892,88
14133,268
2804,83
19526,322
36303,268
6257,367
36699,268
10090,118
26807,13
17583,254
20356,25
20361,369
16374,151
28377,280
34263,267
34304,268
34700,268
17397,249
26824,367
34788,88
31983,25
22647,25
34264,88
2614,309
13505,268
16578,331
16182,331
20599,133
19341,168
14965,367
9132,14
35281,371
11184,25
26194,321
34468,268
31830,133
30426,343
15636,13
28043,3
30720,66
17256,367
7005,14
15112,13
14828,254
32032,267
20167,102
23133,268
8265,25
35290,83
15257,367
8366,107
27760,65
14780,213
29757,369
26455,254
11959,371
1954,47
22936,104
9300,133
4190,367
35824,367
27415,3
26498,331
11630,88
207,268
10265,226
25974,331
28591,343
11968,83
5686,96
28052,65
27864,14
7790,297
20902,268
14639,331
943,309
11834,268
17128,343
28267,404
24748,254
25928,336
18581,25
9439,268
499,268
25872,404
7593,133
15416,373
35206,331
21114,309
25682,280
25049,367
19419,343
20676,83
27195,13
27632,14
27439,373
13586,367
35220,387
1822,254
34636,336
12408,331
27289,25
17953,25
2944,331
13431,429
28651,343
1331,367
28523,343
24421,367
15954,25
4834,14
27924,14
169,110
4401,132
19365,83
20834,268
11894,268
18592,133
12370,197
34428,13
26334,219
24534,429
4892,369
4491,25
26709,96
16065,14
18835,268
9895,268
24583,321
9371,268
24335,219
1891,367
13730,65
34580,3
9401,110
24585,367
15722,25
6164,390
7372,268
1109,331
22982,367
26667,220
28527,61
2603,14
34592,13
34633,14
18747,47
27750,369
10725,321
29930,380
30026,88
18603,268
9267,268
24575,29
19475,197
33625,197
11123,367
30364,83
19087,88
34348,3
28365,83
31818,367
23805,3
22354,367
34401,14
34076,254
19580,371
25562,66
20796,110
21968,331
23525,363
10245,219
33335,219
20886,3
23126,65
7966,202
25514,25
13602,14
16768,268
23865,404
6499,63
22120,321
3262,343
32909,3
27747,47
25854,66
6212,6
2535,14
4715,25
27999,268
35093,133
24749,343
21736,331
724,65
32754,65
20123,367
24660,271
200,65
33402,286
8658,321
19547,207
3215,123
22513,373
24065,61
12640,168
9056,367
12163,14
14343,25
16624,88
5201,268
35781,133
6073,197
2831,133
28163,268
19699,197
11820,25
23399,358
28251,88
16828,268
33261,404
10565,331
31120,321
20958,13
22575,96
8566,331
23051,25
14111,25
34658,154
26504,309
8326,90
28059,268
26462,83
14393,88
34142,45
26060,268
19273,331
19507,3
16936,336
19111,3
22036,168
30687,65
30062,13
2930,88
21163,14
33515,297
7940,404
3268,83
5133,268
29037,219
1487,343
5661,387
9357,429
33913,343
3530,268
35164,268
9507,373
26224,268
33318,133
1191,200
15291,83
9009,96
27684,367
17283,43
30354,13
7365,65
19275,3
30395,14
32843,25
28741,49
35124,88
33283,297
14365,268
17042,331
28227,13
29975,367
19328,14
21508,25
21950,370
4111,371
22344,297
23789,88
33183,66
12044,25
28021,110
14721,88
3298,268
17718,321
26388,268
31682,343
6938,378
18512,367
18985,25
1151,370
27983,3
35416,88
1682,6
32611,25
6651,321
12578,309
29493,219
16513,367
32545,159
28123,13
30612,25
21276,25
3590,268
36492,197
5050,367
16264,13
16701,14
13014,88
27220,367
3872,331
7237,14
23720,267
20511,343
31254,404
1551,88
1155,88
30508,25
28135,373
21440,25
12694,268
20801,267
3358,268
27114,321
6035,331
31403,123
33395,83
25212,254
27512,367
12782,88
1359,268
33389,268
36462,331
9338,267
24610,371
23925,268
2423,367
26602,331
29016,14
24989,367
12353,325
3850,326
7978,25
11035,309
923,88
33687,83
8816,343
2966,13
17558,358
22410,88
35496,336
21886,88
10463,268
34962,402
33157,268
26894,331
34425,197
9593,385
34617,367
16814,25
19887,88
5298,14
4243,378
36318,151
23723,110
24895,331
21694,268
25577,136
14214,367
5747,25
28441,25
25540,254
10359,268
34006,371
14059,429
30198,118
23145,254
27622,107
17379,369
14361,13
8038,25
14366,357
13681,254
5990,133
34283,90
21986,268
2536,378
26157,14
26217,65
10523,268
16213,343
20294,196
31620,83
23163,429
3956,297
12514,3
28887,88
31614,268
16746,25
34291,331
28465,395
31090,268
36384,343
13440,168
20157,83
23610,367
15143,25
3627,14
19755,268
22052,110
2017,321
795,13
8298,83
12147,367
15879,66
3284,25
12282,3
14462,14
8688,268
25121,404
1253,110
2029,331
22980,321
1841,280
29389,83
32842,367
21758,13
2069,107
35553,14
36009,65
8252,88
27945,113
23619,429
6253,88
17524,268
28819,88
11073,280
32610,367
24143,25
13023,14
15203,25
6061,268
14679,25
28627,268
17694,83
1789,66
34554,286
12680,25
3740,25
19717,110
17936,370
18373,371
26191,267
17688,268
5052,226
12146,91
18560,197
36793,123
10208,367
8356,387
24435,25
31534,234
12979,65
23911,25
12923,133
35005,343
31992,331
30187,197
34755,168
12972,25
9959,13
12576,25
26920,268
244,394
27699,6
32668,321
18724,197
17070,232
1509,25
1113,25
24604,369
26404,159
27276,88
30638,254
33066,367
36068,190
36216,88
31508,110
11287,343
12798,30
31067,367
29606,43
18907,254
10748,65
10164,14
27084,268
34178,133
23438,343
28352,197
4616,22
30724,378
7155,151
21979,65
33703,25
881,25
22187,14
33307,25
15621,268
15225,268
18298,331
30538,373
30744,249
4049,325
20628,286
7643,90
21115,404
36316,268
3762,268
20195,404
24987,83
32146,343
34482,113
31607,65
33599,25
4246,88
2938,6
4498,309
13524,83
28553,429
34833,343
20433,168
10961,307
14075,371
4450,268
26368,47
6731,331
34487,83
25547,83
5910,367
5514,367
29000,367
28604,367
8621,14
13874,88
10673,25
26757,7
14126,309
34205,370
8300,373
25017,268
27694,331
23707,113
17141,367
4505,325
28717,429
17039,90
22300,25
1233,52
4218,268
36248,268
24919,83
28768,367
22978,88
2219,268
27590,331
33684,267
7672,373
6739,168
31532,25
11895,309
23182,268
22786,268
5673,373
13846,268
19140,343
27742,321
5970,367
4509,43
17681,65
13352,110
22746,88
34265,370
1987,268
1591,268
3888,110
14334,207
5291,429
6554,14
6218,65
23078,268
8210,25
10887,88
33781,176
13614,268
26778,429
8944,20
5738,367
7443,297
26684,13
31978,88
32661,118
1216,17
4958,404
10407,390
11219,268
14292,331
17886,66
18621,286
14919,429
35769,367
28386,399
15846,65
16966,96
8502,25
22846,268
28140,343
20853,83
3987,65
14842,367
35535,321
22806,88
10987,268
25763,168
54,83
35933,367
27070,25
15513,13
16010,65
8176,390
15614,65
16390,286
3121,331
6918,425
209,371
31513,267
23010,268
31950,268
30640,113
3620,429
24074,367
22228,232
24470,367
36705,65
9344,88
32038,88
21360,422
13576,110
21394,6
3025,219
18245,133
25719,219
19833,232
1371,254
19703,159
24364,321
9548,268
18734,297
23648,151
2113,110
2889,331
15525,373
14592,168
13907,65
21462,325
24762,367
23301,43
36809,14
28218,168
752,367
29525,25
4783,133
29719,268
23456,331
2444,65
29331,159
23794,326
27927,369
33565,254
25010,65
7451,83
8920,268
32406,268
25353,404
23011,65
1440,367
33866,367
16063,25
13487,14
18344,88
9994,331
30011,268
2152,14
2212,65
11551,336
10527,13
1587,13
21225,331
11113,110
12285,331
24277,271
17238,113
465,286
27972,88
14959,96
15831,25
7333,370
13255,14
22930,234
7085,268
30464,371
35219,168
10785,429
31239,367
34930,65
15241,159
1980,65
3972,25
16847,83
2369,25
2374,369
5046,88
23279,14
22547,65
7377,268
7762,79
18994,331
2996,123
8249,197
9814,90
3207,343
7725,197
20072,136
16673,88
16277,88
17053,309
34114,14
34510,14
27507,267
23774,343
8984,13
4814,88
15648,267
10106,90
5152,83
20616,357
578,297
7584,315
11772,65
21884,286
5266,370
13368,25
17217,309
30913,331
2776,133
6513,176
10250,219
27712,268
23885,367
33152,168
34709,200
19836,367
11765,25
31467,136
34855,25
32279,14
23339,14
29378,243
31558,254
31943,65
16773,268
34860,369
19054,331
19210,90
22166,322
12207,343
22996,25
26069,88
11480,14
7211,110
3606,186
19998,321
1140,343
18380,13
33256,117
26690,371
29995,3
26698,232
2197,25
31359,394
545,133
25440,267
27341,109
28158,331
6521,13
24126,370
35301,88
34905,88
7844,403
14542,268
28642,151
26613,309
5078,268
12708,113
6142,367
9645,14
9249,14
28846,331
10272,112
8431,321
25645,268
9698,25
6685,13
362,25
32832,297
20000,343
12713,83
35803,83
35407,83
3530,325
19414,219
4006,254
18877,14
6306,367
11593,25
35273,268
8537,343
10436,112
35361,88
23938,268
32561,369
12523,309
35233,88
13698,47
23414,268
25305,176
28169,65
6598,367
30557,25
17093,326
18645,14
27148,13
15152,331
4644,110
34645,268
15094,326
9758,25
9362,25
26131,110
1012,268
29876,14
32605,267
33042,268
22109,83
12377,83
16226,367
4371,136
25697,3
33130,88
15702,367
23608,110
20989,25
3969,321
32606,88
33778,309
12243,268
14524,331
6456,260
7346,14
22315,309
24932,321
32810,268
17213,404
23474,268
36602,18
24346,197
1844,367
15994,367
33108,83
36561,367
28099,369
19154,25
31547,309
2877,402
1072,268
30732,133
25622,367
19436,88
7295,25
23668,110
20467,47
21243,268
5646,404
10310,83
23099,367
12698,43
13377,331
12981,331
18922,25
27862,25
26114,425
31711,309
8311,83
6530,343
6915,154
14400,429
19945,123
33742,197
25390,367
25863,25
16923,25
7781,268
29663,390
1122,331
13133,321
30306,267
28501,133
17761,343
832,3
3468,65
5460,25
8137,88
28550,25
31607,309
26502,133
17562,133
12749,331
25882,425
11928,367
35549,3
14303,65
19368,88
1286,331
33316,331
13385,168
31571,248
12075,13
14692,25
26266,14
4012,286
28599,267
35266,65
21601,110
7509,88
31375,309
10236,268
34140,219
35568,403
7847,83
25051,96
34786,367
2833,25
5906,88
5510,88
25923,25
8922,371
23022,254
28996,88
19854,331
24670,404
31865,321
6244,83
7713,268
22529,321
32787,367
12408,14
35894,14
233,367
23323,367
14460,25
5520,25
2944,14
8197,88
34933,13
3472,133
18692,47
20736,197
24035,14
21134,243
3393,25
2997,25
35027,25
25691,25
33774,404
2900,92
4020,123
36298,225
8345,336
20791,254
6006,268
24926,343
32418,254
26573,268
17633,268
24639,286
2765,25
31337,151
33670,404
15244,83
13213,168
1850,399
24252,25
22603,404
2524,343
6646,197
7537,176
7234,367
28736,268
35434,133
28863,43
4419,370
1750,168
33491,65
26089,47
9380,13
3057,25
35087,25
35483,25
10744,404
23091,343
15804,83
9921,367
20705,429
1058,25
33833,179
16087,371
24020,25
1370,297
26301,88
9295,90
21251,373
31645,280
8219,331
7002,367
9242,429
29032,387
34220,66
12685,25
3791,370
11666,46
3543,268
18099,202
27901,197
26505,268
15700,83
7639,429
20182,280
33648,25
33257,369
24312,25
4675,309
30676,14
24506,268
30879,373
17847,331
27327,83
24594,88
30154,90
9001,343
20140,404
26797,268
27669,197
8751,168
21199,159
17173,13
7938,65
26699,110
990,25
33020,25
36869,309
36473,309
14938,268
21024,343
4286,325
20130,66
22081,25
27724,254
12559,47
19565,65
2006,83
1629,133
33659,133
8566,14
5990,3
28025,367
33166,200
26991,110
1872,268
1476,268
22573,83
13633,83
17086,367
10028,159
20919,118
27581,326
33990,88
31185,25
14512,402
13103,268
23934,176
14371,197
24864,83
7467,429
2164,268
4841,331
18597,404
19326,25
24334,268
14315,238
30855,271
462,232
13158,325
5770,13
18163,297
31477,25
19961,14
31234,267
22731,268
7134,404
22335,268
4597,321
29700,404
14855,367
26861,13
15782,3
16907,378
17962,14
28082,96
4646,213
28954,25
16717,254
1932,268
27701,404
34894,248
35422,367
29792,343
14718,254
16275,286
13697,202
8155,25
5579,14
34698,309
16176,280
22103,268
25803,429
35285,254
30426,107
17831,66
22459,88
19190,113
23235,309
1700,268
17013,373
32261,83
36803,331
14335,85
5400,429
14340,429
32416,371
1602,110
16134,404
32906,6
25228,90
12771,13
36647,168
27358,14
3932,65
2151,325
29410,25
29014,25
22469,402
29456,370
20268,268
10804,268
17502,133
32425,83
12392,367
35878,367
23283,326
15499,14
3324,367
15559,65
8805,268
27853,343
1325,367
24019,367
6612,25
12539,13
12255,254
36462,14
29178,25
8369,88
26602,14
32631,309
20432,268
20036,268
35349,373
1701,65
20710,212
24791,65
27580,369
27179,25
7449,118
21246,192
29460,88
8701,268
14451,394
23785,321
29798,83
2310,331
14201,219
13268,14
13328,65
697,367
23787,367
35834,14
6137,267
29664,268
22625,110
26898,133
22184,367
35117,373
1368,13
33398,13
24895,14
12324,367
26952,369
29624,88
9261,268
3760,92
35353,91
7551,371
8767,110
17765,88
5952,113
26695,154
2696,343
20492,268
35805,373
25846,394
5032,113
2842,168
36179,25
19178,371
34530,404
903,219
507,219
9029,268
3330,107
10489,367
1153,367
24721,369
15781,369
6634,268
3384,343
371,331
30992,197
8094,367
34687,14
1737,14
1341,14
9956,254
14089,297
36343,25
11167,403
23951,343
14276,123
20938,331
23555,343
24050,322
21276,326
25409,369
27685,88
23268,286
22635,373
6402,268
9079,331
20493,65
21613,96
35140,117
25162,88
2029,14
4362,267
4799,268
11172,373
13021,25
30170,331
21102,331
19297,197
19885,367
19489,367
10549,367
2082,25
1686,25
27849,88
18991,90
29070,171
18707,331
35531,123
28476,186
12256,343
8550,367
8154,367
27944,325
7281,213
11133,14
13313,25
11664,404
23276,123
28529,197
16724,83
13119,159
11314,25
5051,88
8017,254
34161,267
22760,14
10215,90
15798,268
17258,367
31408,367
22941,25
13799,268
12885,113
4335,268
34896,83
23779,343
10988,390
8902,14
34568,25
2336,268
25822,268
8313,373
9433,404
28103,331
28499,331
14011,309
23433,83
17946,367
32957,107
22709,25
14648,371
20133,14
22714,369
25386,88
5023,268
10317,343
2634,83
28057,336
20710,25
18134,14
30486,297
11527,267
28356,403
5701,331
35833,6
14699,309
28267,331
27871,331
5804,429
26654,367
31465,96
32337,25
5554,254
23195,268
7598,404
16156,110
26268,331
35266,309
33024,174
13731,268
19755,219
30164,404
5855,367
36820,43
12128,268
35218,268
34822,268
5073,331
17480,321
26754,197
403,83
23493,83
26946,367
14893,151
14497,151
9015,25
75,25
29529,14
34782,88
26320,90
3090,83
15483,367
4399,13
753,88
18590,14
20642,25
1005,309
18066,14
2560,268
27933,404
30944,343
567,83
36050,367
6260,429
26714,367
16026,13
27110,367
6731,14
15346,254
25893,403
3634,331
27008,90
9179,25
23127,268
16804,280
4407,254
6784,25
10633,309
32947,88
21524,268
8055,225
11792,268
18886,133
14469,331
25011,136
859,83
36738,367
1014,371
32755,268
3402,331
5623,343
17194,61
23419,268
26096,331
32359,268
29604,322
5480,65
12486,83
4956,65
9753,88
27986,14
21420,268
20459,267
19050,133
29886,385
14633,331
34113,63
24596,429
4080,367
7872,117
30716,88
18856,267
28479,297
33047,268
3694,331
22028,309
433,217
31054,83
19939,416
32919,268
30281,133
35140,280
24455,197
18517,20
13279,254
36694,14
18136,328
30524,268
1171,331
21584,268
28678,133
3450,321
4717,25
27807,25
24413,321
14292,14
19545,88
30816,268
33113,110
15948,25
4828,14
20956,268
24029,331
21828,197
10023,83
4137,96
22416,367
13476,367
35396,219
5009,25
14403,3
18541,390
22314,90
35299,286
35786,404
21634,331
7938,309
18043,113
15467,102
7500,83
30986,83
15081,66
2013,367
13589,429
25972,25
16636,25
12654,151
30980,268
1231,331
33657,331
33073,280
14241,25
16918,88
22580,367
2597,14
16069,328
27867,25
19517,268
2399,29
19121,268
20389,197
1531,219
24910,322
11245,367
3179,369
3218,297
33173,110
32777,110
30748,268
3616,343
8186,387
14903,302
33425,331
14405,25
14009,25
24181,297
34919,14
14845,297
27973,47
33864,378
31426,331
13248,112
34101,321
20873,367
20157,197
2546,25
23852,14
23456,14
16890,268
13244,343
31974,321
29047,83
28651,83
32500,367
20736,254
24869,297
16066,6
14569,25
17246,88
28517,268
34114,152
12524,404
26524,83
17584,83
33621,219
20641,367
12174,25
1054,14
14851,88
35660,25
2314,25
17739,371
32266,321
35576,297
16658,268
1061,404
13408,343
3337,123
5725,83
14715,200
9178,367
32741,25
23801,25
11889,14
27254,309
6115,268
7620,110
8792,331
30314,110
29347,321
5591,268
1984,271
29592,125
11466,96
15015,88
5679,88
16174,47
32263,373
8944,321
15353,83
17152,402
30517,65
479,25
5883,268
5487,268
